author_id,name
OL2224027A,Mary Berry
OL7340507A,Toni M. Rwald
OL7328515A,Rachel Quinlivan West
OL772416A,Linda Morris
OL2830526A,Valerie Ferguson
OL7336149A,Christy Beaver
OL7351588A,Samantha Blears
OL2675750A,Sarah Albee
OL35664A,Apple Jordan
OL1390055A,Emma Lynch
OL2815032A,Liz Herbert
OL3030384A,Chris Eliopoulos
OL7337088A,Students of the 826 Valencia Writing Pro
OL33016A,Jamie Oliver
OL2833526A,Robin Asbell
OL7346176A,Lisa Gordanier
OL7345669A,Yair Yosefi
OL1481407A,Liz Franklin
OL7346029A,Wendy Turnbull
OL1041339A,Ginette Mathiot
OL7335879A,Hardie Grant Books
OL626352A,Christine France
OL7343146A,Lindsay Landis
OL2953076A,Cico Books
OL7343303A,Allan Teoh
OL3796404A,Holly Jones
OL194997A,Tim Allen
OL7300928A,Brinna Sands
OL72320A,Helen Perelman
OL7310173A,Alicia Bessette
OL2852663A,Lois White RN PhD
OL531276A,Roger Priddy
OL7317965A,Zoe Clark
OL1388095A,Sarah-Kate Lynch
OL2724656A,MJ Illustrations
OL7310543A,"Richard J., Jr. Coppedge"
OL7305786A,Gesine Bullock-Prado
OL7227040A,Rome (Italy). Fornai
OL7087270A,Olivier Dupon
OL1388275A,Abigail Wheatley
OL3779897A,Tim Bugbird
OL3123064A,Rebecca Currington
OL6570652A,Rowena Schmidt Carpenter
OL3426904A,David Blumenthal
OL62939A,Sally Morgan
OL7301515A,Women's Institute
OL6708801A,Georgia Varozza
OL3002656A,Kathleen Kerry
OL19451A,Cari Best
OL3067898A,Rodney Bills
OL677551A,James Barrett
OL22315A,Kim Ostrow
OL39842A,Mike Thaler
OL3231607A,Veronica Buffington
OL31185A,Susan Middleton Elya
OL1436658A,Tony Hyland
OL19746A,Nancy I. Sanders
OL1936601A,Hans Hofmann
OL157714A,George Leonard Herter
OL6871693A,Heilie Pienaar
OL3750201A,Nancy Coale Zippe
OL3139452A,Michael Broad
OL450954A,Bob Staake
OL171758A,Great Britain. Ministry of Labour.
OL7052030A,Doron Petersan
OL7040188A,Joyce Jeffries
OL2793720A,Phil Vickery
OL1541634A,Yvonne Deutch
OL7069692A,Lilly Higgins
OL6482418A,Ruth Watson
OL7064858A,Nicola Winstaley
OL140439A,Lisa Schroeder
OL7056824A,Stanley Ginsberg
OL7056825A,Stanley Ginsberg
OL7084154A,Sur La Table (Firm)
OL7150533A,Ambur Lowenthal
OL775421A,Domitille de Pressensé
OL7162548A,Jane Barton Griffith
OL2962088A,Kelly Starling Lyons
OL1444575A,Donna Washburn
OL7050964A,Lindy Clark
OL7050965A,Lindy Clark
OL7082267A,Letty Halloran Flatt
OL6886429A,Meika Hashimoto
OL26020A,Wendy Cheyette Lewison
OL3060555A,Carol Boker
OL3079011A,Tiffany Haugen
OL6763725A,MariLee Parrish
OL2625352A,Sedgewood Press
OL6982050A,Thomas Keller
OL537078A,Donna P. Miller
OL4740676A,Dow Chemical Company
OL5346770A,Colonial Williamsburg Foundation
OL7089756A,Luane Kohnke
OL7089757A,Luane Kohnke
OL453969A,Susan Amerikaner
OL186690A,"Willan, Anne."
OL7154648A,Sharon P. Davis
OL7151686A,Karen DeMasco
OL1436513A,"Douglas, Tom"
OL6983053A,Joni Marie Newman
OL35917A,Joanne Fluke
OL25794A,Kiki Thorpe
OL7377923A,New York Cooking School
OL693544A,John White
OL3086238A,Holly Melton
OL1389979A,Daisy Alberto
OL7390777A,Catherine Ripley
OL6978316A,Susan Pace-Koch
OL7344648A,Christina Rossetti
OL3519833A,Jo Massam-Windsor
OL2727521A,Jo McAuley
OL7411453A,Andra Chase
OL3024441A,Maureen Fergus
OL2907235A,Kari A. Cornell
OL216513A,"Murray, Peter"
OL835103A,Jenny Hessell
OL11450442A,Not stated
OL1062034A,Marianne Kaltenbach
OL218228A,Rick Rodgers
OL2226518A,Frithjof Saelen
OL6580885A,Kristi M. Thomas
OL32268A,Vivian Sathre
OL2625192A,Miller
OL244358A,H. A. Rey
OL3709348A,Rebecca Woods
OL5048733A,Beth Bracken
OL6832316A,Fox Chapel Publishing
OL403818A,Naomi Howland
OL6970449A,Diane Yanney
OL2881405A,Marianne
OL7056490A,Diane Tye
OL6970501A,"Rutledge Books, inc"
OL7080877A,Camilla Pérez
OL27265A,Brette McWhorter Sember
OL7039947A,Kathryn Gordon
OL3046720A,Jenny Lewis
OL5847341A,Ying Lou
OL7064276A,Melton Anthony Heinzer
OL1078123A,Sarah Kelly Iaia
OL6829319A,Margaret S. Boyd
OL911838A,Zdena Lenderová
OL7529521A,Poppy Green
OL1389731A,Kyla May
OL2993494A,Susan VanHecke
OL5172264A,Lisa Graff
OL15123907A,Florance B. King
OL15123908A,Adelle B. Freeman
OL2297496A,Ronald Sheppard
OL15123946A,Northwestern Consolidated Milling Co
OL1803508A,Rosalie Cheney Fiske
OL2355068A,"King, Caroline Blanche Campion Mrs."
OL6971347A,"King, Caroline Blanche Campion Mrs"
OL12482757A,United States. War Department
OL458532A,Sophie D. Coe
OL15139748A,California Home Economics Association. Southern Section. Book Committee
OL15139751A,California Home Economics Association. Southern Section
OL2183750A,Helen Claire Duprey Bullock
OL1238329A,Kaye Manning
OL15138268A,the Women's Zionist Organization of America. Indianapolis Chapter. Ha'lma Group Hadassah
OL3146600A,Konemann
OL3456292A,S.Hinwel Tibbott
OL1216220A,Ruth L. Aebi
OL1604392A,Elizabeth Garton Scanlon
OL9837482A,Roberta Thomas
OL240912A,Joan Bauer
OL6146254A,Barton McGuire
OL15132535A,Water Mill Museum. Ladies Auxiliary
OL6828211A,Cynthia Platt
OL2103113A,"Order of the Eastern Star. Montgomery, Ala. Chapter no. 180."
OL15161894A,L. Cotte
OL15161905A,William R. Gregory
OL1736292A,Huguette Couffignal
OL1129667A,Linda Hewitt
OL1005681A,Charles A. Stear
OL7573832A,Le Cordon Bleu
OL1655503A,Ruth Berolzheimer
OL7214666A,A. Krasichkova
OL3943935A,Mikhail Zubakin
OL2233447A,Standard Brands Incorporated.
OL5929744A,A. V. Borisova
OL2908481A,Duncan J R Manley
OL2840948A,Nanna Cross
OL7310560A,Beatrice Ojakangas
OL2045669A,Sourdough Jack.
OL4966374A,John Clancy
OL1007860A,"King, Kathleen"
OL1458593A,Ann Seranne
OL1127387A,John Clancy
OL14164778A,Lake of the Woods Milling Company
OL13423452A,Clara Gebhard Snyder
OL7456746A,Wheat Flour Institute
OL3098678A,Trula Magruder
OL11520949A,Helen G Scott
OL13385744A,Rudolf Rösch
